Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
JACOBS LADDER SMALL,2064,38,123.84,68.8,481.59999999999997
JADE CRYSTAL+GLASS BRACELET,34,14,168.3,1.1333333333333333,7.933333333333334
JADE DROP EARRINGS W FILIGREE,58,19,287.1,1.9333333333333333,13.533333333333333
JADE GREEN ENAMEL HAIR COMB,36,7,70.2,1.2,8.4
JADE GREEN PAIR ENAMEL HAIR SLIDES,1,1,3.75,0.03333333333333333,0.23333333333333334
JAM CLOCK MAGNET,309,55,838.47,10.3,72.10000000000001
JAM JAR WITH BLUE LID,26,2,18.98,0.8666666666666667,6.066666666666666
JAM JAR WITH GREEN LID,3450,220,2733.6,115.0,805.0
JAM JAR WITH PINK LID,4141,257,3293.65,138.03333333333333,966.2333333333333
JAM MAKING SET PRINTED,15867,903,22328.949999999997,528.9,3702.2999999999997
JAM MAKING SET WITH JARS,8454,903,33833.72,281.8,1972.6000000000001
JAPANESE CROCHETED ANIMAL,5092,168,2045.04,169.73333333333332,1188.1333333333332
JARDIN DE FEMME SCENTED CANDLE,656,12,392.0,21.866666666666667,153.06666666666666
JARDIN ETCHED GLASS BUTTER DISH,68,30,471.4,2.2666666666666666,15.866666666666667
JARDIN ETCHED GLASS CANDLEHLDR LONG,61,16,301.95,2.033333333333333,14.233333333333333
JARDIN ETCHED GLASS CHEESE DISH,219,40,575.45,7.3,51.1
JARDIN ETCHED GLASS FRUITBOWL,180,69,1267.4,6.0,42.0
JARDIN ETCHED GLASS GINGER JAR,50,27,397.5,1.6666666666666667,11.666666666666668
JARDIN ETCHED GLASS LARGE BELL JAR,91,30,809.05,3.033333333333333,21.233333333333334
JARDIN ETCHED GLASS SMALL BELL JAR,115,27,564.25,3.8333333333333335,26.833333333333336
JASMINE TEA INCENSE IN TIN,264,43,286.8,8.8,61.60000000000001
JASMINE VOTIVE CANDLE,2944,61,725.1199999999999,98.13333333333334,686.9333333333334
JAZZ HEARTS ADDRESS BOOK,6123,270,1568.46,204.1,1428.7
JAZZ HEARTS MAGNETIC MEMO PAD,7058,16,850.9000000000001,235.26666666666668,1646.8666666666668
JAZZ HEARTS MEMO PAD,10945,24,1305.49,364.8333333333333,2553.833333333333
JAZZ HEARTS PURSE NOTEBOOK,6030,377,3069.62,201.0,1407.0
JAZZ HEARTS SPIRAL NOTEPAD,47,12,39.949999999999996,1.5666666666666667,10.966666666666667
JELLY BABIES YELLOW SMALL BOWL,358,64,420.14,11.933333333333334,83.53333333333333
JET BLACK LAS VEGAS BRACELET ROUND,16,7,60.0,0.5333333333333333,3.7333333333333334
JET BLACK LAS VEGAS NECKLACE 45CM,16,8,95.2,0.5333333333333333,3.7333333333333334
"JEWELLED DECORATION,BLUE",150,3,57.0,5.0,35.0
"JEWELLED DECORATION,PINK",2,2,5.9,0.06666666666666667,0.4666666666666667
JIGSAW RABBIT AND BIRDHOUSE,881,127,1077.35,29.366666666666667,205.56666666666666
JIGSAW TOADSTOOLS 3 PIECE,1003,112,1120.6299999999999,33.43333333333333,234.0333333333333
JIGSAW TREE WITH BIRDHOUSE,1948,220,2340.58,64.93333333333334,454.53333333333336
JIGSAW TREE WITH WATERING CAN,1366,123,731.02,45.53333333333333,318.73333333333335
JINGLE BELL HEART ANTIQUE GOLD,760,91,1599.8700000000001,25.333333333333332,177.33333333333331
JINGLE BELL HEART ANTIQUE SILVER,3544,197,6955.8,118.13333333333334,826.9333333333334
JINGLE BELL HEART DECORATION,3679,307,6055.949999999999,122.63333333333334,858.4333333333334
JINGLE BELLS TREE DECORATION,331,46,559.14,11.033333333333333,77.23333333333333
JOY LARGE WOOD LETTERS,433,92,2631.35,14.433333333333334,101.03333333333333
JOY WOODEN BLOCK LETTERS,765,243,3466.03,25.5,178.5
JUMBO  BAG BAROQUE BLACK WHITE,28899,1449,52188.18,963.3,6743.099999999999
JUMBO BAG 50'S CHRISTMAS ,8933,586,17636.04,297.76666666666665,2084.366666666667
JUMBO BAG ALPHABET,12533,752,24160.44,417.76666666666665,2924.366666666667
JUMBO BAG APPLES,13875,718,26426.3,462.5,3237.5
JUMBO BAG CHARLIE AND LOLA TOYS,3411,293,6463.67,113.7,795.9
JUMBO BAG DOILEY PATTERNS,8735,454,16737.1,291.1666666666667,2038.1666666666667
JUMBO BAG DOLLY GIRL DESIGN,5367,526,10206.78,178.9,1252.3
JUMBO BAG OWLS,19463,920,35162.42,648.7666666666667,4541.366666666667
JUMBO BAG PAISLEY PARK,4358,302,8498.04,145.26666666666668,1016.8666666666668
JUMBO BAG PEARS,6729,470,13034.92,224.3,1570.1000000000001
JUMBO BAG PINK POLKADOT,23572,1055,43319.16,785.7333333333333,5500.133333333333
JUMBO BAG PINK VINTAGE PAISLEY,24108,1228,43313.9,803.6,5625.2
JUMBO BAG PINK WITH WHITE SPOTS,13766,712,24450.6,458.8666666666667,3212.0666666666666
JUMBO BAG RED RETROSPOT,74224,2612,134307.44,2474.133333333333,17318.933333333334
JUMBO BAG RED WHITE SPOTTY ,13879,465,24323.85,462.6333333333333,3238.4333333333334
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7754,451,14626.73,258.46666666666664,1809.2666666666664
JUMBO BAG SCANDINAVIAN PAISLEY,15358,721,26847.1,511.93333333333334,3583.5333333333333
JUMBO BAG SPACEBOY DESIGN,16383,971,29810.15,546.1,3822.7000000000003
JUMBO BAG STRAWBERRY,35842,1514,64127.77,1194.7333333333333,8363.133333333333
JUMBO BAG TOYS ,11326,671,20283.78,377.53333333333336,2642.7333333333336
JUMBO BAG VINTAGE CHRISTMAS ,4905,385,9742.1,163.5,1144.5
JUMBO BAG VINTAGE DOILEY ,143,6,268.44,4.766666666666667,33.36666666666667
JUMBO BAG VINTAGE DOILY ,10620,621,20641.4,354.0,2478.0
JUMBO BAG VINTAGE LEAF,10695,772,20921.55,356.5,2495.5
JUMBO BAG WOODLAND ANIMALS,15709,915,29105.5,523.6333333333333,3665.4333333333334
JUMBO SHOPPER VINTAGE RED PAISLEY,24295,1680,45059.13,809.8333333333334,5668.833333333334
JUMBO STORAGE BAG SKULLS,12305,997,22795.28,410.1666666666667,2871.166666666667
JUMBO STORAGE BAG SUKI,25970,1714,47760.99,865.6666666666666,6059.666666666666
JUNGLE POPSICLES ICE LOLLY HOLDERS,1467,137,1788.15,48.9,342.3
JUNGLE POPSICLES ICE LOLLY MOULDS,831,96,1038.66,27.7,193.9
KASBAH LANTERN WITH GLASS ,56,15,250.8,1.8666666666666667,13.066666666666666
KASHMIR FOLKART HEART DISHES,3,3,5.07,0.1,0.7000000000000001
KASHMIR FOLKART TUMBLERS,2486,83,4827.82,82.86666666666666,580.0666666666666
KEEP CALM BIRTHDAY WRAP,50,2,21.0,1.6666666666666667,11.666666666666668
KEEP CALM WALL ART ,269,20,2015.97,8.966666666666667,62.766666666666666
KEEP OUT BOYS DOOR HANGER ,2285,161,1611.1699999999998,76.16666666666667,533.1666666666667
KEEP OUT GIRLS DOOR HANGER ,763,49,485.22999999999996,25.433333333333334,178.03333333333333
KENSINGTON COFFEE SET,359,114,3371.25,11.966666666666667,83.76666666666667
KEY CABINET MA CAMPAGNE,645,119,5089.59,21.5,150.5
"KEY FOB , BACK DOOR ",6014,575,3833.42,200.46666666666667,1403.2666666666667
"KEY FOB , FRONT  DOOR ",5225,408,3244.59,174.16666666666666,1219.1666666666665
"KEY FOB , GARAGE DESIGN",5785,408,3601.73,192.83333333333334,1349.8333333333335
"KEY FOB , SHED",8033,654,5094.29,267.76666666666665,1874.3666666666666
KEY RING BASEBALL BOOT ASSORTED ,1580,84,1928.8,52.666666666666664,368.66666666666663
KEY RING BASEBALL BOOT UNION JACK,1770,85,2103.3,59.0,413.0
KID'S CHALKBOARD/EASEL,5,2,14.75,0.16666666666666666,1.1666666666666665
KIDS CUTLERY DOLLY GIRL ,36,8,149.4,1.2,8.4
KIDS CUTLERY SPACEBOY ,36,8,149.4,1.2,8.4
KIDS RAIN MAC BLUE,3213,174,2559.0299999999997,107.1,749.6999999999999
KIDS RAIN MAC PINK,2754,177,2245.68,91.8,642.6
KINGS CHOICE BISCUIT TIN,1873,316,8044.09,62.43333333333333,437.0333333333333
KINGS CHOICE CIGAR BOX MATCHES ,3438,280,4128.78,114.6,802.1999999999999
KINGS CHOICE GIANT TUBE MATCHES,2567,236,5977.95,85.56666666666666,598.9666666666667
KINGS CHOICE MUG,6681,326,7450.17,222.7,1558.8999999999999
KINGS CHOICE SMALL TUBE MATCHES,117,16,193.04999999999998,3.9,27.3
KINGS CHOICE TEA CADDY ,2286,384,6468.580000000001,76.2,533.4
KISS REINDEER SCANDINAVIAN STOCKING,5,2,12.75,0.16666666666666666,1.1666666666666665
KITCHEN FLOWER POTS WALL PLAQUE,487,33,867.25,16.233333333333334,113.63333333333334
KITCHEN METAL SIGN,5391,544,2879.3500000000004,179.7,1257.8999999999999
KITTENS DESIGN FLANNEL,1538,75,811.1,51.266666666666666,358.8666666666667
KITTY PENCIL ERASERS,2425,143,503.65,80.83333333333333,565.8333333333333
KNEELING MAT HOUSEWORK  DESIGN,1473,187,1980.7099999999998,49.1,343.7
KNICKERBOCKERGLORY MAGNET ASSORTED ,2094,111,1669.3799999999999,69.8,488.59999999999997
KNITTED MUG COSY IVORY COLOUR ,546,28,821.6999999999999,18.2,127.39999999999999
KNITTED POM POM HOT WATER BOTTLE,5,3,18.75,0.16666666666666666,1.1666666666666665
KNITTED RABBIT DOLL ,33,9,54.449999999999996,1.1,7.700000000000001
KNITTED RAINBOW HOT WATER BOTTLE,20,5,75.0,0.6666666666666666,4.666666666666666
KNITTED UNION FLAG HOT WATER BOTTLE,5724,758,20838.9,190.8,1335.6000000000001
L BLUE C/COVER W PINK/YELLOW FLOWER,6,2,41.7,0.2,1.4000000000000001
LA JARDIN BOTANIQUE CUSHION COVER,80,23,300.0,2.6666666666666665,18.666666666666664
LA PALMIERA METAL SIGN CALENDAR,760,12,246.0,25.333333333333332,177.33333333333331
LA PALMIERA TILE COASTER,762,38,337.89,25.4,177.79999999999998
LA PALMIERA TILE HOOK,949,24,194.61,31.633333333333333,221.43333333333334
LA PALMIERA WALL THERMOMETER,452,26,677.45,15.066666666666666,105.46666666666667
LA STREGA CANVAS PICTURE ,73,7,122.54999999999998,2.433333333333333,17.03333333333333
LADIES & GENTLEMEN METAL SIGN,8078,889,18847.98,269.26666666666665,1884.8666666666666
LADLE LOVE HEART PINK,935,58,372.54,31.166666666666668,218.16666666666669
LADLE LOVE HEART RED ,1351,72,529.98,45.03333333333333,315.23333333333335
LADS ONLY TISSUE BOX,2820,188,2741.16,94.0,658.0
LADYBIRD + BEE RAFFIA FOOD COVER,999,235,3669.45,33.3,233.09999999999997
LANDMARK FRAME BAKER STREET ,347,29,3867.85,11.566666666666666,80.96666666666667
LANDMARK FRAME CAMDEN TOWN ,557,62,6244.85,18.566666666666666,129.96666666666667
LANDMARK FRAME COVENT GARDEN ,435,52,4912.05,14.5,101.5
LANDMARK FRAME LONDON BRIDGE ,410,47,4604.2,13.666666666666666,95.66666666666666
LANDMARK FRAME NOTTING HILL ,419,48,4730.65,13.966666666666667,97.76666666666667
LANDMARK FRAME OXFORD STREET,419,54,4730.65,13.966666666666667,97.76666666666667
LANTERN CREAM GAZEBO ,1474,323,6932.820000000001,49.13333333333333,343.93333333333334
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,171,38,717.1500000000001,5.7,39.9
LARGE ANTIQUE WHITE PHOTO FRAME,507,125,3568.26,16.9,118.29999999999998
LARGE APOTHECARY MEASURING JAR ,50,20,587.2,1.6666666666666667,11.666666666666668
LARGE BLACK DIAMANTE HAIRSLIDE,4,1,6.6,0.13333333333333333,0.9333333333333333
LARGE BLUE ORIENTAL FOLDING STOOL,136,6,317.0,4.533333333333333,31.733333333333334
LARGE BLUE PROVENCAL CERAMIC BALL,116,17,228.84,3.8666666666666667,27.066666666666666
LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,10,662.0600000000001,8.466666666666667,59.266666666666666
LARGE CAKE STAND  HANGING STRAWBERY,2086,443,17354.85,69.53333333333333,486.73333333333335
LARGE CAKE STAND HANGING HEARTS,714,143,5285.22,23.8,166.6
LARGE CAKE TOWEL CHOCOLATE SPOTS,829,64,2082.15,27.633333333333333,193.43333333333334
LARGE CAKE TOWEL PINK SPOTS,1251,229,5426.45,41.7,291.90000000000003
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",225,98,1513.95,7.5,52.5
LARGE CAMPHOR WOOD FIELD MUSHROOM ,93,28,368.25,3.1,21.7
LARGE CERAMIC TOP STORAGE JAR,2950,220,4617.9,98.33333333333333,688.3333333333333
LARGE CHINESE STYLE SCISSOR,2307,105,1864.75,76.9,538.3000000000001
LARGE CHUNKY GLASS ROMAN BOWL,293,20,1097.75,9.766666666666667,68.36666666666667
LARGE CIRCULAR MIRROR MOBILE,13566,230,12173.5,452.2,3165.4
LARGE CRYSTAL DIAMANTE HAIRSLIDE,46,5,68.69999999999999,1.5333333333333334,10.733333333333334
LARGE DECO JEWELLERY STAND,246,88,2977.8,8.2,57.39999999999999
LARGE ENGLISH ARBORETUM,113,7,1195.15,3.7666666666666666,26.366666666666667
LARGE FIBRE OPTIC CHRISTMAS TREE,15,6,19.08,0.5,3.5
LARGE GLASS ROSE SCENTED CANDLE ,2,1,15.9,0.06666666666666667,0.4666666666666667
LARGE GLASS SUNDAE DISH CLEAR,996,2,258.2,33.2,232.40000000000003
LARGE GREEN PEONY FOLDING STOOL,131,6,314.35,4.366666666666666,30.566666666666663
LARGE HANGING GLASS+ZINC LANTERN,560,1,896.0,18.666666666666668,130.66666666666669
LARGE HANGING IVORY & RED WOOD BIRD,3303,188,2092.23,110.1,770.6999999999999
LARGE HEART FLOWERS HOOK   ,568,43,680.36,18.933333333333334,132.53333333333333
LARGE HEART MEASURING SPOONS,4519,515,7357.469999999999,150.63333333333333,1054.4333333333334
LARGE IVORY HEART WALL ORGANISER,759,134,5142.91,25.3,177.1
LARGE JEWELLERY STAND,10,4,125.0,0.3333333333333333,2.333333333333333
LARGE MEDINA STAMPED METAL BOWL ,548,141,2667.21,18.266666666666666,127.86666666666666
LARGE MINT DIAMANTE HAIRSLIDE,16,6,26.4,0.5333333333333333,3.7333333333333334
LARGE PARLOUR FRAME,27,2,122.85,0.9,6.3
LARGE PARLOUR PICTURE FRAME,77,27,375.75,2.566666666666667,17.96666666666667
LARGE PINK GLASS SUNDAE DISH,902,69,845.86,30.066666666666666,210.46666666666667
LARGE PINK PEONY FOLDING STOOL,136,6,309.15000000000003,4.533333333333333,31.733333333333334
LARGE POPCORN HOLDER ,5700,411,9006.199999999999,190.0,1330.0
LARGE PURPLE BABUSHKA NOTEBOOK  ,2292,221,2299.64,76.4,534.8000000000001
LARGE RED BABUSHKA NOTEBOOK ,2532,223,2703.73,84.4,590.8000000000001
LARGE RED RETROSPOT WINDMILL,2560,181,4941.000000000001,85.33333333333333,597.3333333333333
LARGE RED SPOT WINDMILL,2894,34,5390.400000000001,96.46666666666667,675.2666666666667
LARGE ROUND CUTGLASS CANDLESTICK,148,32,960.6,4.933333333333334,34.53333333333333
LARGE ROUND WICKER PLATTER ,429,189,2552.55,14.3,100.10000000000001
LARGE SKULL WINDMILL,284,49,584.4000000000001,9.466666666666667,66.26666666666667
LARGE STRAWBERRY CHOCOLATE CANDLE,56,5,94.69999999999999,1.8666666666666667,13.066666666666666
LARGE STRIPES CHOCOLATE GIFT BAG,1255,60,1315.15,41.833333333333336,292.83333333333337
LARGE TAHITI BEACH BAG,211,55,1177.45,7.033333333333333,49.233333333333334
LARGE TORTILLA DESIGN RED BOWL,350,27,653.0999999999999,11.666666666666666,81.66666666666666
LARGE TRIFLE DESIGN L BLUE BOWL,229,15,405.15,7.633333333333334,53.43333333333334
LARGE WHITE HEART OF WICKER,2892,511,8137.500000000001,96.4,674.8000000000001
LARGE WHITE HONEYCOMB PAPER BELL  ,1210,115,2323.7000000000003,40.333333333333336,282.33333333333337
LARGE WHITE/PINK ROSE ART FLOWER,647,37,964.4300000000001,21.566666666666666,150.96666666666667
LARGE YELLOW BABUSHKA NOTEBOOK ,1127,172,1231.21,37.56666666666667,262.9666666666667
LARGE ZINC GLASS CANDLEHOLDER,55,10,127.68,1.8333333333333333,12.833333333333332
LARGE ZINC HEART WALL ORGANISER,1064,37,6414.48,35.46666666666667,248.26666666666668
LARGE ZINC/GLASS CANDLEHOLDER,23,6,48.300000000000004,0.7666666666666667,5.366666666666667
LASER CUT MULTI STRAND NECKLACE,5,4,59.75,0.16666666666666666,1.1666666666666665
LAUNDRY 15C METAL SIGN,5350,550,7401.59,178.33333333333334,1248.3333333333335
LAUREL HEART ANTIQUE GOLD,518,40,613.51,17.266666666666666,120.86666666666666
LAUREL HEART ANTIQUE SILVER,1290,84,1567.0,43.0,301.0
LAUREL STAR ANTIQUE GOLD,372,33,465.81,12.4,86.8
LAUREL STAR ANTIQUE SILVER ,404,49,504.6,13.466666666666667,94.26666666666667
LAVENDER INCENSE 40 CONES IN TIN,173,26,182.65,5.766666666666667,40.36666666666667
LAVENDER INCENSE IN TIN,2073,110,1255.65,69.1,483.69999999999993
LAVENDER SCENT CAKE CANDLE,1877,35,454.09,62.56666666666667,437.9666666666667
LAVENDER SCENTED FABRIC HEART,5591,460,6920.43,186.36666666666667,1304.5666666666666
LAVENDER SCENTED SET/9 T-LIGHTS,1018,101,810.6999999999999,33.93333333333333,237.5333333333333
LAVENDER TOILETTE BOTTLE,533,60,1066.88,17.766666666666666,124.36666666666666
LAZER CUT NECKLACE W PASTEL BEADS,58,6,430.7,1.9333333333333333,13.533333333333333
LE GRAND TRAY CHIC SET,147,74,1837.5,4.9,34.300000000000004
LE JARDIN BOTANIQUE CUSHION COVER,521,139,1948.23,17.366666666666667,121.56666666666666
LEAVES MAGNETIC  SHOPPING LIST,24,2,34.8,0.8,5.6000000000000005
LED TEA LIGHTS,595,54,1676.3500000000001,19.833333333333332,138.83333333333331
LEOPARD PRINT HOT WATER BOTTLE,46,12,153.3,1.5333333333333334,10.733333333333334
LETS GO SHOPPING COTTON TOTE BAG,601,144,1333.67,20.033333333333335,140.23333333333335
"LETTER ""A"" BLING KEY RING",127,45,135.71,4.233333333333333,29.633333333333333
"LETTER ""B"" BLING KEY RING",47,16,47.23,1.5666666666666667,10.966666666666667
"LETTER ""C"" BLING KEY RING",114,35,117.53999999999999,3.8,26.599999999999998
"LETTER ""D"" BLING KEY RING",65,19,58.21,2.1666666666666665,15.166666666666666
"LETTER ""E"" BLING KEY RING",95,33,94.75,3.1666666666666665,22.166666666666664
"LETTER ""F"" BLING KEY RING",29,13,23.77,0.9666666666666667,6.766666666666667
"LETTER ""G"" BLING KEY RING",69,21,62.25,2.3,16.099999999999998
"LETTER ""H"" BLING KEY RING",50,23,50.019999999999996,1.6666666666666667,11.666666666666668
"LETTER ""I"" BLING KEY RING",44,12,42.519999999999996,1.4666666666666666,10.266666666666666
"LETTER ""J"" BLING KEY RING",81,30,89.73,2.7,18.900000000000002
"LETTER ""K"" BLING KEY RING",109,45,112.25,3.6333333333333333,25.433333333333334
"LETTER ""L"" BLING KEY RING",114,29,107.94,3.8,26.599999999999998
"LETTER ""M"" BLING KEY RING",79,29,87.23,2.6333333333333333,18.433333333333334
"LETTER ""N"" BLING KEY RING",49,18,48.769999999999996,1.6333333333333333,11.433333333333334
"LETTER ""O"" BLING KEY RING",31,13,27.23,1.0333333333333334,7.233333333333334
"LETTER ""P"" BLING KEY RING",58,18,48.5,1.9333333333333333,13.533333333333333
"LETTER ""R"" BLING KEY RING",52,19,52.519999999999996,1.7333333333333334,12.133333333333333
"LETTER ""S"" BLING KEY RING",111,35,114.75,3.7,25.900000000000002
"LETTER ""T"" BLING KEY RING",43,12,42.23,1.4333333333333333,10.033333333333333
"LETTER ""U"" BLING KEY RING",13,2,4.7299999999999995,0.43333333333333335,3.033333333333333
"LETTER ""V"" BLING KEY RING",21,9,14.73,0.7,4.8999999999999995
"LETTER ""W"" BLING KEY RING",14,3,5.9799999999999995,0.4666666666666667,3.2666666666666666
"LETTER ""Y"" BLING KEY RING",63,5,21.15,2.1,14.700000000000001
"LETTER ""Z"" BLING KEY RING",17,5,9.73,0.5666666666666667,3.966666666666667
LETTER HOLDER HOME SWEET HOME,595,110,1980.31,19.833333333333332,138.83333333333331
LETTER SHAPE PENCIL SHARPENER,4135,78,358.18,137.83333333333334,964.8333333333334
LIBRARY LAMP,36,22,754.1999999999999,1.2,8.4
LIGHT BIRD HOUSE TREE DECORATION,804,65,538.92,26.8,187.6
LIGHT DECORATION BATTERY OPERATED,31,5,65.10000000000001,1.0333333333333334,7.233333333333334
LIGHT GARLAND BUTTERFILES PINK,1617,177,6142.09,53.9,377.3
LIGHT PINK CHERRY LIGHTS,1420,159,8311.0,47.333333333333336,331.33333333333337
LIGHT PINK FLOCK GLASS CANDLEHOLDER,832,16,342.83000000000004,27.733333333333334,194.13333333333333
LIGHTHOUSE PRINTED METAL SIGN,69,31,341.55,2.3,16.099999999999998
LILAC DIAMANTE PEN IN GIFT BOX,383,46,736.6700000000001,12.766666666666667,89.36666666666667
LILAC FEATHERS CURTAIN,14,2,11.98,0.4666666666666667,3.2666666666666666
LILAC FLOWER BLOCK TABLE LAMP,64,7,188.8,2.1333333333333333,14.933333333333334
LILAC GAUZE BUTTERFLY LAMPSHADE,68,18,28.56,2.2666666666666666,15.866666666666667
LILAC VOTIVE CANDLE,218,10,45.78,7.266666666666667,50.86666666666667
LILLIES CANVAS PICTURE,233,5,394.84999999999997,7.766666666666667,54.36666666666667
LILY BROOCH AMETHYST COLOUR,48,23,237.60000000000002,1.6,11.200000000000001
LILY BROOCH OLIVE COLOUR,27,13,133.65,0.9,6.3
LILY BROOCH WHITE/SILVER COLOUR,6,2,29.700000000000003,0.2,1.4000000000000001
LION SOCK PUPPET,35,17,103.25000000000001,1.1666666666666667,8.166666666666668
LIPSTICK PEN BABY PINK,1818,149,758.87,60.6,424.2
LIPSTICK PEN FUSCHIA,3725,239,1526.48,124.16666666666667,869.1666666666667
LIPSTICK PEN RED,5641,287,2350.86,188.03333333333333,1316.2333333333333
LITTLE FLOWER SHOPPER BAG,400,1,424.0,13.333333333333334,93.33333333333334
LITTLE GREEN MONSTER SOFT TOY,38,19,91.5,1.2666666666666666,8.866666666666667
LITTLE PINK MONSTER SOFT TOY,43,18,104.25,1.4333333333333333,10.033333333333333
LOCAL CAFE MUG,1164,124,1935.93,38.8,271.59999999999997
LOLITA  DESIGN  COTTON TOTE BAG,959,91,1340.15,31.966666666666665,223.76666666666665
LONDON BUS COFFEE MUG,4213,276,9582.15,140.43333333333334,983.0333333333333
LONG SILVER NECKLACE PASTEL FLOWER,25,16,318.75,0.8333333333333334,5.833333333333334
LOO ROLL  METAL SIGN ,321,60,527.2499999999999,10.7,74.89999999999999
LOUVRE CHALKBOARD,49,5,325.6,1.6333333333333333,11.433333333333334
LOUVRE VANITY MIRROR,129,3,653.85,4.3,30.099999999999998
LOVE BUILDING BLOCK WORD,5367,1485,31590.410000000003,178.9,1252.3
LOVE GARLAND PAINTED ZINC ,3332,139,5252.599999999999,111.06666666666666,777.4666666666667
LOVE HEART NAPKIN BOX ,708,184,2993.0,23.6,165.20000000000002
LOVE HEART POCKET WARMER,4184,171,3495.5,139.46666666666667,976.2666666666667
LOVE HEART SOCK HANGER,1882,191,2990.0999999999995,62.733333333333334,439.1333333333333
LOVE HEART TRINKET POT,3406,254,2654.64,113.53333333333333,794.7333333333333
LOVE HOT WATER BOTTLE,2325,449,12954.75,77.5,542.5
LOVE LARGE WOOD LETTERS ,519,250,6422.85,17.3,121.10000000000001
LOVE POTION MASALA INCENSE,454,19,95.34,15.133333333333333,105.93333333333334
LOVE SEAT ANTIQUE WHITE METAL,58,41,6210.0,1.9333333333333333,13.533333333333333
LOVEBIRD HANGING DECORATION WHITE ,8375,726,7009.549999999999,279.1666666666667,1954.1666666666667
LOVELY BONBON STICKER SHEET,824,92,698.8399999999999,27.466666666666665,192.26666666666665
LUNCH BAG  BLACK SKULL.,25392,1997,39904.0,846.4,5924.8
LUNCH BAG ALPHABET DESIGN,7533,647,11994.41,251.1,1757.7
LUNCH BAG APPLE DESIGN,11530,866,18220.5,384.3333333333333,2690.333333333333
LUNCH BAG CARS BLUE,23304,1797,36644.28,776.8,5437.599999999999
LUNCH BAG DOILEY PATTERN ,6477,464,10323.05,215.9,1511.3
LUNCH BAG DOLLY GIRL DESIGN,9715,872,15305.19,323.8333333333333,2266.833333333333
LUNCH BAG PAISLEY PARK  ,3305,298,5251.25,110.16666666666667,771.1666666666667
LUNCH BAG PINK POLKADOT,11392,1101,18207.2,379.73333333333335,2658.133333333333
LUNCH BAG PINK POLKADOTS,10,1,16.5,0.3333333333333333,2.333333333333333
LUNCH BAG PINK RETROSPOT,8738,730,13893.7,291.26666666666665,2038.8666666666666
LUNCH BAG RED RETROSPOT,20294,1520,32137.5,676.4666666666667,4735.266666666666
LUNCH BAG RED SPOTTY,17456,1059,27237.6,581.8666666666667,4073.0666666666666
LUNCH BAG RED VINTAGE DOILY,1547,118,2432.55,51.56666666666667,360.9666666666667
LUNCH BAG SPACEBOY DESIGN ,18834,1874,30131.7,627.8,4394.599999999999
LUNCH BAG SUKI  DESIGN ,13896,1073,22026.4,463.2,3242.4
LUNCH BAG SUKI DESIGN ,9570,899,15332.9,319.0,2233.0
LUNCH BAG VINTAGE DOILEY ,70,4,115.5,2.3333333333333335,16.333333333333336
LUNCH BAG VINTAGE DOILY ,6438,538,10347.66,214.6,1502.2
LUNCH BAG VINTAGE LEAF DESIGN,6191,597,9950.35,206.36666666666667,1444.5666666666666
LUNCH BAG WOODLAND,20916,1585,33004.76,697.2,4880.400000000001
LUNCH BOX I LOVE LONDON,15156,763,26596.719999999998,505.2,3536.4
LUNCH BOX WITH CUTLERY FAIRY CAKES ,1429,217,3498.1499999999996,47.63333333333333,333.43333333333334
LUNCH BOX WITH CUTLERY RETROSPOT ,5331,645,12669.039999999999,177.7,1243.8999999999999
LUNCHBAG PINK RETROSPOT,107,13,176.54999999999998,3.566666666666667,24.96666666666667
LUNCHBAG SPACEBOY DESIGN ,644,45,1022.6,21.466666666666665,150.26666666666665
LUNCHBAG SUKI  DESIGN ,405,32,648.25,13.5,94.5
LUNCHBOX I LOVE LONDON,1,1,1.95,0.03333333333333333,0.23333333333333334
LUNCHBOX WITH CUTLERY FAIRY CAKES ,1371,154,3215.25,45.7,319.90000000000003
LUNCHBOX WITH CUTLERY RETROSPOT ,1359,191,3214.35,45.3,317.09999999999997
LUSH GREENS RIBBONS,2092,317,2585.36,69.73333333333333,488.1333333333333
M/COLOUR POM-POM CURTAIN,8,4,34.0,0.26666666666666666,1.8666666666666667
MA CAMPAGNE 4 DRAWER WALL SHELF,125,17,835.55,4.166666666666667,29.166666666666668
MA CAMPAGNE CUTLERY BOX,595,314,8609.25,19.833333333333332,138.83333333333331
MA CAMPAGNE MINI WOODEN CHEST,301,22,1097.8000000000002,10.033333333333333,70.23333333333333
MADRAS NOTEBOOK LARGE ,395,39,836.25,13.166666666666666,92.16666666666666
MADRAS NOTEBOOK MEDIUM,1003,88,934.05,33.43333333333333,234.0333333333333
MAGAZINE RACK GEBRA ASSORTED ,718,26,942.5,23.933333333333334,167.53333333333333
MAGIC DRAWING SLATE BAKE A CAKE ,4399,197,1699.26,146.63333333333333,1026.4333333333334
MAGIC DRAWING SLATE BUNNIES ,3995,251,1588.6200000000001,133.16666666666666,932.1666666666666
MAGIC DRAWING SLATE CIRCUS PARADE  ,7504,332,3053.76,250.13333333333333,1750.9333333333334
